ID	Warehouse_block	Mode_of_Shipment	Customer_care_calls	Customer_rating	Cost_of_the_Product	Prior_purchases	Product_importance	Discount_offered	Weight_in_gms
595	D	Ship	5	3	209	2	high	49	2581
596	F	Ship	3	1	185	3	low	61	3280
597	A	Ship	4	3	230	3	low	62	2236
598	B	Ship	3	4	134	3	medium	31	1540
599	C	Ship	4	5	270	2	low	34	2821
600	F	Ship	4	1	140	3	medium	1	1464
601	D	Ship	6	3	133	5	medium	32	1367
602	F	Ship	3	4	145	3	medium	44	1218
603	A	Ship	4	3	206	3	medium	58	2135
604	B	Ship	3	1	162	2	low	52	1125
605	C	Ship	4	3	187	2	low	58	3665
606	F	Ship	4	4	166	5	low	54	1203
607	D	Ship	4	5	178	3	low	48	1819
608	F	Ship	3	1	167	2	high	34	1967
609	A	Ship	4	4	224	3	high	60	3145
610	B	Ship	4	4	158	3	medium	11	1224
611	C	Ship	3	4	134	2	medium	43	1198
612	F	Ship	4	2	147	2	medium	20	1387
613	D	Ship	4	3	187	3	low	61	2207
614	F	Ship	4	5	247	2	medium	18	2404
615	A	Ship	5	4	182	4	high	20	2212
616	B	Ship	4	1	177	4	medium	33	1049
617	C	Ship	5	5	143	2	high	18	1066
618	F	Ship	5	3	245	2	medium	8	3231
619	D	Ship	4	1	133	4	medium	64	1834
620	F	Ship	3	5	224	2	low	13	3891
621	A	Ship	2	5	265	2	low	50	3859
622	B	Ship	4	1	138	2	low	28	1528
623	C	Ship	3	4	253	3	low	6	3788
624	F	Ship	4	1	165	3	medium	51	1293
625	D	Ship	4	3	265	3	low	65	3578
626	F	Ship	3	2	238	3	high	54	3142
627	A	Ship	5	2	236	3	low	51	3402
628	B	Ship	4	2	190	5	high	38	3022
629	C	Ship	6	1	104	4	medium	23	1442
630	F	Ship	4	5	245	2	low	19	2616
631	D	Ship	3	1	155	3	medium	27	1022
632	F	Ship	3	2	233	3	low	63	2143
633	A	Ship	4	3	171	4	low	55	1539
634	B	Ship	2	3	164	2	low	56	1491
635	C	Ship	3	1	141	3	low	6	1361
636	F	Ship	5	3	266	2	low	61	2118
637	D	Ship	3	4	192	2	low	56	3765
638	F	Ship	3	3	229	6	medium	61	2298
639	A	Ship	6	2	269	4	medium	38	3171
640	B	Ship	3	4	247	4	low	59	2939
641	C	Ship	4	4	157	2	low	2	1087
642	F	Ship	3	2	148	3	medium	64	1280
643	D	Ship	4	1	240	2	low	14	2437
644	F	Ship	4	3	197	4	medium	58	3617
645	A	Ship	6	4	121	5	low	23	1734
646	B	Ship	4	2	124	3	high	60	1107
647	C	Ship	4	2	153	3	medium	53	1185
648	F	Ship	5	2	105	4	high	1	1622
649	D	Ship	4	3	202	3	medium	2	3962
650	F	Ship	5	4	162	2	low	54	1635
651	A	Ship	3	4	164	3	medium	13	1158
652	B	Ship	3	2	231	4	medium	48	3370
653	C	Ship	5	2	209	4	medium	12	2933
654	F	Ship	3	1	157	2	high	19	1898
655	D	Ship	4	5	249	2	low	4	2725
656	F	Ship	2	3	264	2	low	63	2896
657	A	Ship	3	1	111	4	low	61	1844
658	B	Ship	3	1	242	3	medium	10	3606
659	C	Road	4	4	169	3	low	23	1058
660	F	Road	5	3	138	2	low	13	1056
661	D	Road	5	1	158	3	low	9	1483
662	F	Road	5	3	146	4	low	5	1718
663	A	Road	4	4	218	5	medium	36	2995
664	B	Road	3	2	178	2	medium	22	1247
665	C	Road	4	5	197	3	low	34	3784
666	F	Road	3	3	243	2	medium	17	3230
667	D	Road	5	2	254	4	high	37	2608
668	F	Road	3	1	237	4	low	33	2782
669	A	Road	5	1	179	3	low	62	1945
670	B	Road	3	2	189	3	medium	38	2108
671	C	Road	4	3	244	3	medium	1	3982
672	F	Road	3	3	266	2	medium	46	3594
673	D	Road	5	4	263	3	high	10	2538
674	F	Road	3	2	247	2	medium	39	3189
675	A	Road	4	5	202	3	low	6	2616
676	B	Road	4	4	227	3	medium	1	2761
677	C	Road	4	5	189	2	low	15	2457
678	F	Road	6	4	160	2	low	31	1689
679	D	Road	3	3	117	3	medium	56	1618
680	F	Road	3	1	202	2	high	52	2312
681	A	Flight	4	3	201	3	medium	54	2487
682	B	Flight	3	4	273	2	medium	39	2651
683	C	Flight	4	4	143	2	medium	58	1038
684	F	Flight	4	5	137	4	high	29	1262
685	D	Flight	5	5	236	3	high	34	3455
686	F	Flight	4	2	241	2	low	17	3844
687	A	Flight	4	2	187	2	low	6	3625
688	B	Flight	4	5	273	2	high	63	3516
689	C	Flight	5	2	170	3	low	15	1314
690	F	Flight	3	5	138	3	low	37	1266
691	D	Flight	5	4	150	2	low	60	1034
692	F	Flight	5	5	140	3	high	42	1384
693	A	Flight	4	1	250	2	low	17	3544
694	B	Flight	3	3	207	7	medium	19	2182
695	C	Flight	4	4	214	3	low	36	2684
696	F	Flight	4	1	179	3	low	63	1215
697	D	Flight	5	1	149	4	medium	20	1110
698	F	Flight	3	5	151	2	low	16	1422
699	A	Flight	4	3	264	3	medium	23	2376
700	B	Flight	6	5	113	3	high	31	1037
701	C	Flight	6	1	281	3	medium	36	2536
702	F	Flight	4	2	197	7	medium	43	3730
703	D	Ship	3	4	265	8	low	35	3299
704	F	Ship	4	2	259	3	low	47	3764
705	A	Ship	5	1	200	8	low	18	3806
706	B	Ship	2	4	111	2	high	60	1787
707	C	Ship	3	5	223	3	medium	53	3670
708	F	Ship	3	3	241	3	low	5	2713
709	D	Ship	4	1	139	3	low	25	1152
710	F	Ship	7	1	192	3	low	38	1372
711	A	Ship	3	4	117	3	medium	23	1527
712	B	Ship	3	1	202	2	high	21	3120
713	C	Ship	4	2	201	3	medium	39	2066
714	F	Ship	3	3	273	2	medium	16	2466
715	D	Ship	4	3	143	2	medium	64	1910
716	F	Ship	4	1	137	4	high	15	1391
717	A	Ship	5	3	236	3	high	47	3519
718	B	Ship	4	1	241	2	low	39	2935
719	C	Ship	4	5	187	2	low	44	3218
720	F	Ship	4	3	273	2	high	43	3462
721	D	Ship	5	3	170	3	low	12	1018
722	F	Ship	3	4	138	3	low	54	1648
723	A	Ship	5	3	150	2	low	2	1682
724	B	Ship	5	4	140	3	high	56	1332
725	C	Ship	4	3	250	2	low	46	2878
726	F	Ship	3	4	207	7	medium	46	2670
727	D	Ship	4	2	214	3	low	18	2574
728	F	Ship	4	3	179	3	low	45	1903
729	A	Ship	5	2	149	4	medium	48	1068
730	B	Ship	3	1	151	2	low	4	1748
731	C	Ship	4	5	264	3	medium	16	2245
732	F	Ship	6	5	113	3	high	35	1402
733	D	Ship	6	3	281	3	medium	11	2135
734	F	Ship	4	4	197	7	medium	22	2065
735	A	Ship	3	4	265	8	low	2	3622
736	B	Ship	4	1	259	3	low	39	2427
737	C	Ship	5	3	200	8	low	9	2741
738	F	Ship	2	1	111	2	high	10	1920
739	D	Ship	3	2	223	3	medium	6	2127
740	F	Ship	3	2	241	3	low	22	3030
741	A	Ship	4	5	139	3	low	65	1277
742	B	Ship	7	4	192	3	low	33	1694
743	C	Ship	3	5	180	4	medium	59	1481
744	F	Ship	3	3	153	5	low	35	1089
745	D	Ship	2	4	280	4	low	48	1463
746	F	Ship	7	5	243	5	medium	28	1100
747	A	Ship	3	4	214	2	low	50	3881
748	B	Ship	4	4	177	2	low	6	1112
749	C	Ship	3	2	182	3	medium	39	3828
750	F	Ship	4	5	185	3	medium	17	2824
751	D	Ship	3	3	143	3	medium	23	1281
752	F	Ship	3	3	162	3	medium	7	1901
753	A	Ship	3	1	171	2	low	34	1999
754	B	Ship	5	1	227	3	low	14	2589
755	C	Ship	3	5	205	6	low	25	2232
756	F	Ship	3	5	258	3	low	17	3033
757	D	Ship	4	5	195	5	medium	10	3537
758	F	Ship	4	1	224	2	low	8	3638
759	A	Ship	2	5	192	6	low	41	2673
760	B	Ship	3	3	202	3	medium	35	3986
761	C	Ship	5	3	235	2	medium	12	3358
762	F	Ship	3	4	218	3	low	22	3818
763	D	Ship	6	5	176	4	medium	31	1262
764	F	Ship	3	3	221	2	medium	26	3120
765	A	Ship	3	4	157	3	low	32	1370
766	B	Ship	4	2	259	4	low	13	2495
767	C	Ship	2	1	249	3	low	11	2534
768	F	Ship	4	1	263	5	low	62	2292
769	D	Ship	4	3	141	3	low	2	1915
770	F	Ship	4	1	114	3	medium	9	1240
771	A	Ship	3	4	179	4	low	44	1004
772	B	Ship	4	3	179	3	medium	40	1584
773	C	Ship	3	5	193	3	low	47	3523
774	F	Ship	3	2	137	3	medium	23	1246
775	D	Ship	3	5	110	3	low	55	1875
776	F	Ship	3	1	270	3	medium	61	3582
777	A	Ship	5	1	175	3	medium	64	1110
778	B	Ship	5	1	234	2	low	12	2372
779	C	Ship	2	4	177	3	medium	48	1113
780	F	Ship	3	4	153	2	low	24	1442
781	D	Ship	4	5	252	3	low	16	2332
782	F	Ship	2	4	122	2	low	32	1213
783	A	Ship	4	5	215	2	medium	34	2258
784	B	Ship	3	3	140	4	low	47	1207
785	C	Ship	3	1	209	2	low	43	2237
786	F	Ship	2	3	144	3	high	40	1500
787	D	Ship	4	2	210	3	low	16	2046
788	F	Ship	5	1	160	3	medium	22	1693
789	A	Ship	5	4	134	2	low	20	1549
790	B	Ship	3	2	138	3	medium	34	1159
791	C	Ship	4	3	200	2	medium	65	3485
792	F	Ship	5	4	133	2	medium	30	1161
793	D	Ship	2	4	121	5	low	32	1788
794	F	Ship	4	3	257	3	medium	5	2489
795	A	Ship	4	5	255	4	low	14	3099
796	B	Road	4	1	158	3	low	32	1061
797	C	Road	4	4	248	4	low	49	2322
798	F	Road	2	3	194	4	medium	65	3795
799	D	Road	4	3	184	3	medium	19	2774
800	F	Road	5	5	249	4	medium	38	2797
801	A	Road	5	5	170	2	medium	36	1278
802	B	Road	3	4	261	2	medium	1	3398
803	C	Road	3	2	262	2	low	26	2370
804	F	Road	4	4	224	3	medium	9	2952
805	D	Road	3	4	130	2	medium	42	1213
806	F	Road	4	1	133	3	low	57	1379
807	A	Road	3	1	145	4	low	58	1751
808	B	Road	2	4	136	6	low	53	1213
809	C	Road	4	5	163	5	low	24	1658
810	F	Road	3	3	183	3	low	45	2181
811	D	Road	5	3	216	3	medium	1	2434
812	F	Road	4	1	182	3	medium	28	2005
813	A	Road	4	5	191	3	low	19	2392
814	B	Road	3	2	140	2	high	7	1401
815	C	Road	4	4	161	3	high	59	1165
816	F	Road	4	2	200	4	low	43	2747
817	D	Road	4	1	176	3	medium	36	1891
818	F	Flight	5	2	247	3	low	32	3645
819	A	Flight	3	4	262	2	low	15	3287
820	B	Flight	4	5	154	2	low	49	1532
821	C	Flight	3	1	186	3	medium	11	3800
822	F	Flight	2	1	98	3	low	29	1806
823	D	Flight	3	3	268	3	low	33	3872
824	F	Flight	5	3	178	2	medium	60	1830
825	A	Flight	3	1	142	2	high	18	1428
826	B	Flight	4	5	160	3	low	33	1837
827	C	Flight	5	2	232	2	medium	24	2174
828	F	Flight	4	2	209	2	low	23	2533
829	D	Flight	4	2	230	3	medium	33	3602
830	F	Flight	5	4	223	3	low	40	2074
831	A	Flight	4	4	201	3	high	7	2644
832	B	Flight	3	5	224	3	medium	20	2937
833	C	Flight	2	3	251	3	low	2	3351
834	F	Flight	3	4	145	6	medium	57	1949
835	D	Flight	5	4	271	3	medium	16	2563
836	F	Flight	3	5	218	4	medium	60	3048
837	A	Flight	3	4	229	2	low	51	2628
838	B	Flight	5	2	278	2	low	17	2493
839	C	Flight	2	4	168	3	low	15	1886
840	F	Ship	5	2	151	6	medium	12	1920
841	D	Ship	3	1	232	3	low	9	2958
842	F	Ship	3	2	140	2	low	16	1685
843	A	Ship	4	2	141	3	low	34	1619
844	B	Ship	5	4	182	5	medium	23	3398
845	C	Ship	4	2	139	5	low	52	1977
846	F	Ship	5	2	145	5	medium	22	1818
847	D	Ship	4	4	140	3	medium	11	1911
848	F	Ship	3	4	267	3	medium	62	3589
849	A	Ship	3	1	191	3	high	60	2069
850	B	Ship	4	2	133	4	medium	52	1401
851	C	Ship	4	2	170	2	low	1	1446
852	F	Ship	4	5	170	2	low	57	1533
853	D	Ship	3	2	149	4	medium	21	1636
854	F	Ship	5	4	279	2	medium	1	3933
855	A	Ship	4	3	121	2	medium	11	1906
856	B	Ship	3	2	139	2	low	63	1767
857	C	Ship	3	4	265	2	high	64	2493
858	F	Ship	5	2	239	5	medium	24	2472
859	D	Ship	4	3	119	5	medium	5	1841
860	F	Ship	4	1	265	4	low	30	3896
861	A	Ship	5	3	144	6	medium	35	1009
862	B	Ship	3	2	148	2	low	58	1537
863	C	Ship	5	4	269	2	medium	38	2770
864	F	Ship	2	3	188	3	medium	51	3191
865	D	Ship	3	4	187	2	high	8	3725
866	F	Ship	6	1	168	5	high	65	1601
867	A	Ship	4	1	199	2	low	46	3371
868	B	Ship	4	3	261	3	low	10	2802
869	C	Ship	3	1	218	3	low	4	2304
870	F	Ship	3	1	196	3	low	64	2911
871	D	Ship	4	5	147	3	medium	46	1469
872	F	Ship	4	2	208	3	high	17	2777
873	A	Ship	3	1	178	5	low	15	1242
874	B	Ship	4	4	197	3	medium	20	3080
875	C	Ship	2	4	206	2	low	30	3955
876	F	Ship	4	1	222	3	medium	45	3158
877	D	Ship	3	3	247	2	medium	55	3461
878	F	Ship	4	1	222	3	medium	25	2582
879	A	Ship	6	1	205	5	low	14	3213
880	B	Ship	5	2	244	3	low	8	3571
881	C	Ship	2	4	194	6	medium	39	3770
882	F	Ship	4	5	190	2	low	36	3548
883	D	Ship	3	4	169	2	low	17	1242
884	F	Ship	3	2	251	2	low	5	3443
885	A	Ship	2	2	161	2	medium	1	1642
886	B	Ship	3	2	252	4	low	29	2353
887	C	Ship	4	2	271	3	low	19	2693
888	F	Ship	5	3	150	3	medium	21	1187
889	D	Ship	3	5	212	3	high	6	2069
890	F	Ship	5	3	198	4	high	65	3407
891	A	Ship	3	4	266	2	high	33	3798
892	B	Ship	3	4	255	4	low	12	2266
893	C	Ship	4	1	166	3	high	3	1453
894	F	Ship	3	2	232	2	low	39	2139
895	D	Ship	3	5	198	2	medium	62	3015
896	F	Ship	4	3	170	3	low	21	1588
897	A	Ship	4	2	162	2	low	16	1014
898	B	Ship	3	4	135	3	low	22	1378
899	C	Ship	3	5	242	3	medium	19	3753
900	F	Ship	4	3	206	3	medium	20	2247
901	D	Ship	5	5	253	6	medium	59	2627
902	F	Ship	5	3	208	3	medium	35	3884
903	A	Ship	3	3	250	3	low	33	3463
904	B	Ship	4	1	143	2	medium	3	1996
905	C	Ship	5	5	236	3	medium	62	3365
906	F	Ship	4	4	147	3	low	13	1145
907	D	Ship	2	5	113	5	low	43	1638
908	F	Ship	5	1	165	2	high	54	1190
909	A	Ship	4	1	235	4	low	22	2066
910	B	Ship	4	5	186	10	low	42	3521
911	C	Ship	4	2	274	10	medium	29	2949
912	F	Ship	2	5	163	3	medium	37	1079
913	D	Ship	4	4	161	3	low	6	1386
914	F	Ship	4	4	264	2	low	35	2336
915	A	Ship	3	1	255	2	medium	42	3459
916	B	Ship	4	1	258	3	medium	3	3928
917	C	Ship	5	5	261	8	medium	39	2103
918	F	Ship	5	3	188	7	medium	3	3637
919	D	Ship	3	4	188	3	high	11	3072
920	F	Ship	3	2	160	10	medium	25	1548
921	A	Ship	3	2	214	2	low	26	3503
922	B	Ship	4	4	209	8	medium	46	3345
923	C	Ship	4	1	208	7	high	8	2193
924	F	Ship	3	3	265	4	low	47	2557
925	D	Ship	4	1	161	2	high	41	1992
926	F	Ship	5	3	217	3	high	61	3067
927	A	Ship	3	1	210	2	low	52	2444
928	B	Ship	3	3	179	2	low	60	1808
929	C	Ship	3	2	180	4	medium	55	1165
930	F	Ship	3	3	153	5	low	12	1972
931	D	Ship	4	3	162	2	low	2	1714
932	F	Ship	3	2	135	3	low	27	1898
933	A	Road	3	5	242	3	medium	3	2268
934	B	Road	4	4	206	3	medium	33	2804
935	C	Road	5	1	253	6	medium	12	2486
936	F	Road	5	2	208	3	medium	8	3442
937	D	Road	3	2	250	3	low	49	3798
938	F	Road	4	5	143	2	medium	20	1360
939	A	Road	5	3	236	3	medium	7	3589
940	B	Road	4	1	147	3	low	15	1956
941	C	Road	2	1	113	5	low	9	1957
942	F	Road	5	4	165	2	high	46	1482
943	D	Road	4	4	235	4	low	50	2020
944	F	Road	4	2	186	10	low	45	3722
945	A	Road	4	5	274	10	medium	5	3910
946	B	Road	2	2	163	3	medium	35	1547
947	C	Road	4	2	161	3	low	22	1819
948	F	Road	4	1	264	2	low	8	2436
949	D	Road	3	3	255	2	medium	3	2894
950	F	Road	4	1	258	3	medium	53	2428
951	A	Road	5	2	261	8	medium	1	3308
952	B	Road	5	4	188	7	medium	48	2466
953	C	Road	3	5	188	3	high	9	3206
954	F	Road	3	1	160	10	medium	29	1952
955	D	Flight	3	1	214	2	low	50	2720
956	F	Flight	4	5	209	8	medium	59	2948
957	A	Flight	4	1	208	7	high	65	2674
958	B	Flight	3	1	265	4	low	50	2249
959	C	Flight	4	1	161	2	high	21	1075
960	F	Flight	5	2	217	3	high	21	2600
961	D	Flight	3	4	210	2	low	35	2741
962	F	Flight	3	3	179	2	low	62	1765
963	A	Flight	3	2	180	4	medium	52	1329
964	B	Flight	4	5	158	5	medium	55	1936
965	C	Flight	6	1	291	5	medium	53	1682
966	F	Flight	5	2	231	2	medium	55	3894
967	D	Flight	4	5	163	4	low	49	1470
968	F	Flight	5	3	146	3	low	41	1204
969	A	Flight	2	5	272	2	low	24	3638
970	B	Flight	2	1	121	2	medium	18	1839
971	C	Flight	6	2	118	2	low	40	1014
972	F	Flight	3	5	173	2	low	14	1638
973	D	Flight	4	5	243	2	low	23	2686
974	F	Flight	5	4	229	3	medium	29	2505
975	A	Flight	5	3	96	4	medium	12	1655
976	B	Flight	5	5	249	3	medium	55	3558
977	C	Ship	3	2	165	2	low	24	1966
978	F	Ship	4	5	223	3	medium	63	2427
979	D	Ship	3	3	267	2	low	52	2949
980	F	Ship	4	4	140	2	low	47	1831
981	A	Ship	4	4	209	3	low	44	2075
982	B	Ship	3	5	243	3	medium	4	3189
983	C	Ship	3	2	175	4	medium	17	1276
984	F	Ship	5	4	133	3	low	9	1051
985	D	Ship	3	3	167	3	medium	24	1111
986	F	Ship	6	1	172	6	high	50	1052
987	A	Ship	5	4	257	2	low	55	2257
988	B	Ship	3	3	202	2	medium	39	3857
989	C	Ship	3	1	223	3	medium	31	3942
990	F	Ship	3	2	182	2	low	40	2592
991	D	Ship	3	2	234	3	medium	33	2789
992	F	Ship	3	5	140	3	low	30	1035
993	A	Ship	4	3	136	3	medium	9	1548
994	B	Ship	4	3	210	3	medium	6	2568
995	C	Ship	5	1	259	3	high	37	3023
996	F	Ship	4	2	141	2	medium	52	1012
997	D	Ship	4	3	151	4	medium	13	1583
998	F	Ship	3	5	164	3	medium	43	1423
999	A	Ship	3	3	141	2	medium	48	1758
1000	B	Ship	3	3	271	2	medium	15	3542
1001	C	Ship	4	3	191	4	low	15	2544
1002	F	Ship	3	1	181	3	medium	22	3266
1003	D	Ship	3	3	241	5	low	8	2182
1004	F	Ship	3	3	254	3	medium	3	2837
1005	A	Ship	3	2	146	6	medium	62	1162
1006	B	Ship	5	1	271	2	high	46	2744
1007	C	Ship	3	1	185	2	medium	42	2803
1008	F	Ship	4	5	170	3	low	9	1138
1009	D	Ship	4	1	265	2	medium	18	3327
1010	F	Ship	4	4	142	4	low	8	1777
1011	A	Ship	2	5	228	2	low	49	3024
1012	B	Ship	4	5	262	4	low	16	2871
1013	C	Ship	3	3	205	2	medium	54	2427
1014	F	Ship	4	1	178	2	high	39	1362
1015	D	Ship	2	2	153	2	low	46	1130
1016	F	Ship	3	4	186	2	low	63	3447
1017	A	Ship	4	1	167	3	high	22	1403
1018	B	Ship	3	3	148	2	low	42	1950
1019	C	Ship	3	2	167	2	low	2	1010
1020	F	Ship	3	2	261	5	medium	45	2488
1021	D	Ship	3	4	166	3	medium	43	1095
1022	F	Ship	3	1	226	2	low	18	2319
1023	A	Ship	3	4	260	3	low	21	2003
1024	B	Ship	5	1	246	3	medium	44	3993
1025	C	Ship	3	2	221	3	low	21	3686
1026	F	Ship	5	4	191	4	medium	63	2039
1027	D	Ship	3	1	138	5	medium	8	1349
1028	F	Ship	3	1	146	3	medium	16	1714
1029	A	Ship	3	3	193	3	medium	11	3188
1030	B	Ship	3	1	229	2	medium	12	3111
1031	C	Ship	4	1	239	2	high	16	2504
1032	F	Ship	6	2	103	4	medium	37	1093
1033	D	Ship	5	4	254	5	low	36	2039
1034	F	Ship	2	2	198	2	low	11	3686
1035	A	Ship	3	3	208	3	medium	61	3783
1036	B	Ship	3	5	253	2	medium	17	2205
1037	C	Ship	4	3	261	2	high	47	2336
1038	F	Ship	3	1	156	3	medium	49	1253
1039	D	Ship	4	3	97	2	low	26	1598
1040	F	Ship	2	5	275	2	low	41	2546
1041	A	Ship	2	1	189	2	high	48	2429
1042	B	Ship	3	1	236	3	medium	28	3290
1043	C	Ship	5	1	170	3	medium	60	1883
1044	F	Ship	4	2	251	2	low	53	2673
1045	D	Ship	3	3	205	2	medium	58	2187
1046	F	Ship	4	5	135	3	medium	53	1744
1047	A	Ship	3	3	231	2	medium	24	2177
1048	B	Ship	3	4	257	3	medium	56	2941
1049	C	Ship	5	2	162	3	high	57	1233
1050	F	Ship	6	5	237	5	high	63	2573
1051	D	Ship	3	4	134	4	medium	53	1887
1052	F	Ship	2	1	163	3	medium	24	1119
1053	A	Ship	5	5	264	3	medium	27	2019
1054	B	Ship	5	2	173	4	low	21	1674
1055	C	Ship	2	4	191	3	low	58	2586
1056	F	Ship	3	3	152	3	medium	5	1385
1057	D	Ship	3	4	272	4	low	23	2048
1058	F	Ship	4	2	198	2	low	60	3368
1059	A	Ship	4	3	260	4	medium	40	3668
1060	B	Ship	4	3	158	6	medium	43	1478
1061	C	Ship	5	3	252	4	medium	63	3729
1062	F	Ship	4	2	199	3	low	64	2470
1063	D	Ship	4	2	272	4	low	62	2307
1064	F	Ship	3	4	209	3	low	37	2215
1065	A	Ship	3	2	147	4	low	13	1657
1066	B	Ship	4	2	166	4	low	63	1759
1067	C	Ship	3	4	165	2	low	48	1706
1068	F	Ship	4	5	162	2	medium	57	1715
1069	D	Ship	3	3	255	3	medium	23	3764
1070	F	Road	5	5	179	5	low	38	1437
1071	A	Road	3	4	250	2	high	61	3207
1072	B	Road	3	5	251	2	low	28	3936
1073	C	Road	4	4	198	2	low	5	2270
1074	F	Road	3	1	148	2	medium	34	1053
1075	D	Road	4	5	268	3	medium	3	2758
1076	F	Road	5	2	239	3	low	47	3673
1077	A	Road	3	4	195	3	medium	10	2021
1078	B	Road	4	3	252	2	medium	51	2658
1079	C	Road	3	5	272	3	medium	48	3780
1080	F	Road	2	4	141	3	medium	27	1628
1081	D	Road	3	1	224	3	low	45	3624
1082	F	Road	6	3	270	3	low	56	3251
1083	A	Road	6	3	236	3	medium	6	2639
1084	B	Road	3	1	227	3	medium	47	3512
1085	C	Road	3	4	262	3	low	7	2424
1086	F	Road	3	1	228	2	low	45	2257
1087	D	Road	4	2	176	3	low	23	1909
1088	F	Road	4	2	147	3	medium	44	1873
1089	A	Road	5	2	196	3	medium	44	2085
1090	B	Road	3	1	112	5	medium	41	1249
1091	C	Road	4	2	221	2	medium	54	3065
1092	F	Flight	3	5	154	3	medium	46	1312
1093	D	Flight	4	4	200	3	low	19	2976
1094	F	Flight	2	5	216	2	medium	57	3807
1095	A	Flight	3	1	185	3	medium	3	3051
1096	B	Flight	4	2	199	3	low	23	2994
1097	C	Flight	5	2	265	3	low	12	2892
1098	F	Flight	3	2	263	3	low	57	2113
1099	D	Flight	4	2	181	2	low	28	2815
1100	F	Flight	4	3	163	2	low	12	1092
1101	A	Flight	5	2	260	2	medium	23	3962
1102	B	Flight	6	2	159	5	medium	22	1247
1103	C	Flight	4	1	227	3	medium	54	3043
1104	F	Flight	3	3	104	5	medium	41	1936
1105	D	Flight	3	4	188	4	low	49	3067
1106	F	Flight	5	3	202	3	high	41	3536
1107	A	Flight	3	3	213	6	low	17	2424
1108	B	Flight	3	1	211	2	low	45	3332
1109	C	Flight	4	4	232	3	medium	61	2484
1110	F	Flight	4	3	143	2	high	39	1727
1111	D	Flight	5	1	196	3	medium	24	2957
1112	F	Flight	4	1	150	6	medium	42	1070
1113	A	Flight	5	1	222	3	high	21	2351
1114	B	Ship	3	2	203	3	high	3	2791
1115	C	Ship	5	2	178	3	medium	60	1176
1116	F	Ship	4	2	272	2	low	21	3271
1117	D	Ship	4	2	182	3	low	58	3943
1118	F	Ship	4	4	205	3	low	11	2255
1119	A	Ship	3	2	171	3	medium	11	1282
1120	B	Ship	4	1	172	2	low	48	1993
1121	C	Ship	3	2	210	2	medium	30	3928
1122	F	Ship	2	1	264	3	medium	10	3409
1123	D	Ship	4	1	181	4	low	46	2399
1124	F	Ship	3	5	240	3	medium	54	2919
1125	A	Ship	4	4	140	4	medium	46	1442
1126	B	Ship	6	4	283	5	medium	35	2686
1127	C	Ship	4	3	263	4	medium	23	2960
1128	F	Ship	4	4	136	3	high	35	1234
1129	D	Ship	4	4	145	4	low	35	1210
1130	F	Ship	3	3	162	2	low	42	1763
1131	A	Ship	5	1	230	6	low	60	2067
1132	B	Ship	3	3	148	5	medium	61	1452
1133	C	Ship	3	3	175	3	high	45	1212
1134	F	Ship	4	2	227	2	high	35	3583
1135	D	Ship	4	1	177	4	low	13	1569
1136	F	Ship	6	1	257	3	medium	60	3416
1137	A	Ship	5	5	198	5	medium	36	2803
1138	B	Ship	3	5	251	3	medium	59	3651
1139	C	Ship	5	5	158	3	medium	47	1246
1140	F	Ship	4	5	171	6	medium	27	1840
1141	D	Ship	4	1	260	2	low	2	2980
1142	F	Ship	3	4	263	3	low	42	2992
1143	A	Ship	6	3	269	2	high	43	2300
1144	B	Ship	3	3	224	2	low	37	3220
1145	C	Ship	4	1	118	5	low	50	1413
1146	F	Ship	5	1	186	10	low	64	2529
1147	D	Ship	5	5	191	2	high	34	2708
1148	F	Ship	5	5	174	6	medium	26	1184
1149	A	Ship	3	1	140	2	medium	55	1339
1150	B	Ship	4	2	193	2	high	48	2371
1151	C	Ship	3	4	148	10	high	12	1779
1152	F	Ship	2	2	176	5	low	55	1211
1153	D	Ship	4	1	135	10	medium	35	1989
1154	F	Ship	6	5	154	10	medium	48	1990
1155	A	Ship	4	5	143	8	low	44	1756
1156	B	Ship	4	3	173	2	low	10	1179
1157	C	Ship	4	5	262	3	medium	38	3139
1158	F	Ship	4	1	171	3	low	58	1516
1159	D	Ship	4	3	246	2	low	55	2387
1160	F	Ship	3	4	266	2	high	55	2779
1161	A	Ship	4	5	127	8	low	39	1411
1162	B	Ship	5	2	167	8	low	28	1921
1163	C	Ship	4	2	187	4	medium	37	2200
1164	F	Ship	3	2	162	2	low	54	1614
1165	D	Ship	5	2	230	6	low	10	3604
1166	F	Ship	3	4	148	5	medium	50	1540
1167	A	Ship	3	3	175	3	high	55	1229
1168	B	Ship	4	1	227	2	high	60	3080
1169	C	Ship	4	3	177	4	low	38	1767
1170	F	Ship	6	1	257	3	medium	37	2239
1171	D	Ship	5	1	198	5	medium	49	3187
1172	F	Ship	3	1	251	3	medium	18	2240
1173	A	Ship	5	2	158	3	medium	16	1499
1174	B	Ship	4	3	171	6	medium	9	1909
1175	C	Ship	4	3	260	2	low	38	2526
1176	F	Ship	3	1	263	3	low	25	3689
1177	D	Ship	6	4	269	2	high	47	4000
1178	F	Ship	3	2	224	2	low	49	3749
1179	A	Ship	4	3	118	5	low	15	1601
1180	B	Ship	5	4	186	10	low	24	3621
1181	C	Ship	5	2	191	2	high	6	2059
1182	F	Ship	5	1	174	6	medium	44	1635
1183	D	Ship	3	3	140	2	medium	55	1847
1184	F	Ship	4	1	193	2	high	37	3510
